,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_feed_forward,params_hidden_size,params_input_chunk_length,params_lr,params_lstm_layers,params_n_epochs,params_num_attention_heads,params_optimizer,params_output_chunk_length,system_attrs_grid_id,system_attrs_search_space,state
260,260,0.2832797169685364,2022-08-12 20:21:34.207803,2022-08-12 20:30:06.877368,0 days 00:08:32.669565,256,0.05,GatedResidualNetwork,64,30,1e-05,2,1000,7,adam,1,295,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
261,261,0.05040452256798744,2022-08-12 20:30:06.878259,2022-08-12 20:40:57.135395,0 days 00:10:50.257136,256,0.05,GatedResidualNetwork,32,30,0.0001,1,1000,4,adam,1,256,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
262,262,0.17212872207164764,2022-08-12 20:40:57.136295,2022-08-12 20:47:59.428570,0 days 00:07:02.292275,256,0.0,GatedResidualNetwork,16,30,1e-05,4,1000,7,adam,1,15,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
263,263,0.037977028638124466,2022-08-12 20:47:59.429466,2022-08-12 20:51:13.205716,0 days 00:03:13.776250,256,0.0,GatedResidualNetwork,128,30,1e-05,3,1000,4,adam,1,152,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
264,264,0.29436033964157104,2022-08-12 20:51:13.206625,2022-08-12 20:59:52.137330,0 days 00:08:38.930705,256,0.0,GatedResidualNetwork,128,30,1e-05,2,1000,5,adam,1,149,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
265,265,0.020834021270275116,2022-08-12 20:59:52.138240,2022-08-12 21:05:08.869619,0 days 00:05:16.731379,256,0.05,GatedResidualNetwork,128,30,0.0001,2,1000,6,adam,1,358,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
266,266,0.027602607384324074,2022-08-12 21:05:08.870534,2022-08-12 21:09:50.413938,0 days 00:04:41.543404,256,0.0,GatedResidualNetwork,16,30,0.0001,3,1000,5,adam,1,25,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
267,267,0.18074290454387665,2022-08-12 21:09:50.414841,2022-08-12 21:13:58.992029,0 days 00:04:08.577188,256,0.0,GatedResidualNetwork,32,30,1e-05,3,1000,7,adam,1,59,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
268,268,0.1507837176322937,2022-08-12 21:13:58.992936,2022-08-12 21:20:08.903917,0 days 00:06:09.910981,256,0.0,GatedResidualNetwork,32,30,0.001,2,1000,4,adam,1,84,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
269,269,0.034719906747341156,2022-08-12 21:20:08.904826,2022-08-12 21:25:47.619030,0 days 00:05:38.714204,256,0.0,GatedResidualNetwork,16,30,0.0001,4,1000,5,adam,1,29,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
270,270,0.26158982515335083,2022-08-12 21:25:47.619953,2022-08-12 21:33:06.881113,0 days 00:07:19.261160,256,0.0,GatedResidualNetwork,32,30,0.0001,4,1000,4,adam,1,76,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
271,271,0.226620152592659,2022-08-12 21:33:06.882013,2022-08-12 21:36:33.323247,0 days 00:03:26.441234,256,0.0,GatedResidualNetwork,32,30,1e-05,1,1000,7,adam,1,51,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
272,272,0.022794054821133614,2022-08-12 21:36:33.324173,2022-08-12 21:43:54.170710,0 days 00:07:20.846537,256,0.0,GatedResidualNetwork,64,30,0.001,4,1000,4,adam,1,140,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
273,273,0.33044666051864624,2022-08-12 21:43:54.171607,2022-08-12 21:52:26.043451,0 days 00:08:31.871844,256,0.1,GatedResidualNetwork,128,30,0.001,1,1000,7,adam,1,563,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
274,274,0.2400660216808319,2022-08-12 21:52:26.044352,2022-08-12 21:56:13.236795,0 days 00:03:47.192443,256,0.05,GatedResidualNetwork,64,30,0.0001,2,1000,7,adam,1,311,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
275,275,0.2785661816596985,2022-08-12 21:56:13.237690,2022-08-12 21:59:19.455456,0 days 00:03:06.217766,256,0.0,GatedResidualNetwork,64,30,0.001,3,1000,6,adam,1,138,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
276,276,0.05241967737674713,2022-08-12 21:59:19.456354,2022-08-12 22:03:17.758461,0 days 00:03:58.302107,256,0.05,GatedResidualNetwork,16,30,1e-05,3,1000,4,adam,1,200,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
277,277,0.21348920464515686,2022-08-12 22:03:17.759360,2022-08-12 22:07:34.154903,0 days 00:04:16.395543,256,0.0,GatedResidualNetwork,32,30,0.001,3,1000,4,adam,1,88,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
278,278,0.04404175281524658,2022-08-12 22:07:34.155815,2022-08-12 22:13:21.812844,0 days 00:05:47.657029,256,0.05,GatedResidualNetwork,16,30,0.0001,3,1000,7,adam,1,219,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
279,279,0.03203776851296425,2022-08-12 22:13:21.813731,2022-08-12 22:16:54.505849,0 days 00:03:32.692118,256,0.1,GatedResidualNetwork,64,30,0.0001,2,1000,5,adam,1,501,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
280,280,0.025590676814317703,2022-08-12 22:16:54.506737,2022-08-12 22:22:11.631377,0 days 00:05:17.124640,256,0.1,GatedResidualNetwork,128,30,0.001,2,1000,6,adam,1,566,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
281,281,0.1868908852338791,2022-08-12 22:22:11.632278,2022-08-12 22:29:07.429714,0 days 00:06:55.797436,256,0.0,GatedResidualNetwork,64,30,0.001,4,1000,6,adam,1,142,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
282,282,0.037396933883428574,2022-08-12 22:29:07.430607,2022-08-12 22:31:39.866940,0 days 00:02:32.436333,256,0.0,GatedResidualNetwork,64,30,0.0001,4,1000,5,adam,1,125,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
283,283,0.05073171854019165,2022-08-12 22:31:39.867831,2022-08-12 22:35:20.160311,0 days 00:03:40.292480,256,0.1,GatedResidualNetwork,16,30,1e-05,3,1000,5,adam,1,393,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
284,284,0.031447384506464005,2022-08-12 22:35:20.161207,2022-08-12 22:39:08.337435,0 days 00:03:48.176228,256,0.05,GatedResidualNetwork,32,30,0.0001,3,1000,4,adam,1,264,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
285,285,0.031124860048294067,2022-08-12 22:39:08.338328,2022-08-12 22:41:33.818733,0 days 00:02:25.480405,256,0.05,GatedResidualNetwork,128,30,1e-05,4,1000,7,adam,1,351,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
286,286,0.03743564337491989,2022-08-12 22:41:33.819630,2022-08-12 22:46:31.106297,0 days 00:04:57.286667,256,0.1,GatedResidualNetwork,32,30,0.001,2,1000,6,adam,1,470,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
287,287,0.02330848015844822,2022-08-12 22:46:31.107193,2022-08-12 22:53:57.388598,0 days 00:07:26.281405,256,0.0,GatedResidualNetwork,64,30,1e-05,1,1000,7,adam,1,99,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
288,288,0.23302705585956573,2022-08-12 22:53:57.389507,2022-08-12 23:00:08.178456,0 days 00:06:10.788949,256,0.0,GatedResidualNetwork,64,30,1e-05,4,1000,6,adam,1,110,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
289,289,0.024195900186896324,2022-08-12 23:00:08.179355,2022-08-12 23:08:17.527133,0 days 00:08:09.347778,256,0.0,GatedResidualNetwork,32,30,1e-05,2,1000,5,adam,1,53,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
290,290,0.035467728972435,2022-08-12 23:08:17.528037,2022-08-12 23:11:16.623631,0 days 00:02:59.095594,256,0.1,GatedResidualNetwork,128,30,0.0001,4,1000,5,adam,1,557,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
291,291,0.03835718333721161,2022-08-12 23:11:16.624534,2022-08-12 23:16:25.287847,0 days 00:05:08.663313,256,0.1,GatedResidualNetwork,32,30,1e-05,1,1000,5,adam,1,433,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
292,292,0.2153448909521103,2022-08-12 23:16:25.288758,2022-08-12 23:20:46.788849,0 days 00:04:21.500091,256,0.0,GatedResidualNetwork,128,30,0.001,2,1000,5,adam,1,181,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
293,293,0.05862705409526825,2022-08-12 23:20:46.789752,2022-08-12 23:32:14.708290,0 days 00:11:27.918538,256,0.05,GatedResidualNetwork,16,30,1e-05,4,1000,6,adam,1,206,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
294,294,0.03726515173912048,2022-08-12 23:32:14.709198,2022-08-12 23:37:27.540664,0 days 00:05:12.831466,256,0.1,GatedResidualNetwork,32,30,0.001,1,1000,6,adam,1,466,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
295,295,0.026781855151057243,2022-08-12 23:37:27.541594,2022-08-12 23:43:22.028981,0 days 00:05:54.487387,256,0.05,GatedResidualNetwork,16,30,0.001,1,1000,4,adam,1,224,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
296,296,0.3000895082950592,2022-08-12 23:43:22.029891,2022-08-12 23:45:50.434473,0 days 00:02:28.404582,256,0.05,GatedResidualNetwork,32,30,0.001,4,1000,6,adam,1,286,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
297,297,0.024275856092572212,2022-08-12 23:45:50.435453,2022-08-12 23:55:39.979411,0 days 00:09:49.543958,256,0.0,GatedResidualNetwork,16,30,1e-05,1,1000,5,adam,1,1,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
298,298,0.04208889231085777,2022-08-12 23:55:39.980345,2022-08-12 23:58:52.376284,0 days 00:03:12.395939,256,0.1,GatedResidualNetwork,32,30,0.0001,2,1000,4,adam,1,452,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
299,299,0.08847497403621674,2022-08-12 23:58:52.377189,2022-08-13 00:07:56.076468,0 days 00:09:03.699279,256,0.05,GatedResidualNetwork,16,30,0.0001,4,1000,6,adam,1,222,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
