,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_feed_forward,params_hidden_size,params_input_chunk_length,params_lr,params_lstm_layers,params_n_epochs,params_num_attention_heads,params_optimizer,params_output_chunk_length,system_attrs_grid_id,system_attrs_search_space,state
128,128,0.03428184241056442,2022-08-12 07:13:12.863551,2022-08-12 07:23:43.824402,0 days 00:10:30.960851,256,0.0,GatedResidualNetwork,16,30,1e-05,2,1000,6,adam,1,6,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
129,129,0.0474415048956871,2022-08-12 07:23:43.825263,2022-08-12 07:31:54.849906,0 days 00:08:11.024643,256,0.05,GatedResidualNetwork,64,30,0.0001,1,1000,6,adam,1,306,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
130,130,0.24460382759571075,2022-08-12 07:31:54.850773,2022-08-12 07:42:04.956707,0 days 00:10:10.105934,256,0.0,GatedResidualNetwork,32,30,0.001,1,1000,4,adam,1,80,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
131,131,0.26826414465904236,2022-08-12 07:42:04.957577,2022-08-12 07:45:46.498610,0 days 00:03:41.541033,256,0.1,GatedResidualNetwork,128,30,1e-05,1,1000,4,adam,1,528,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
132,132,0.0233084075152874,2022-08-12 07:45:46.499484,2022-08-12 07:53:09.546093,0 days 00:07:23.046609,256,0.0,GatedResidualNetwork,64,30,0.001,1,1000,7,adam,1,131,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
133,133,0.03688656538724899,2022-08-12 07:53:09.546947,2022-08-12 08:02:25.967028,0 days 00:09:16.420081,256,0.1,GatedResidualNetwork,64,30,0.0001,1,1000,4,adam,1,496,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
134,134,0.29680776596069336,2022-08-12 08:02:25.967903,2022-08-12 08:05:49.448678,0 days 00:03:23.480775,256,0.05,GatedResidualNetwork,32,30,0.0001,4,1000,4,adam,1,268,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
135,135,0.1507837176322937,2022-08-12 08:05:49.449542,2022-08-12 08:11:52.877888,0 days 00:06:03.428346,256,0.0,GatedResidualNetwork,32,30,0.0001,2,1000,4,adam,1,68,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
136,136,0.047020670026540756,2022-08-12 08:11:52.878759,2022-08-12 08:20:20.625142,0 days 00:08:27.746383,256,0.05,GatedResidualNetwork,128,30,0.001,1,1000,5,adam,1,369,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
137,137,0.047441426664590836,2022-08-12 08:20:20.626006,2022-08-12 08:28:29.333473,0 days 00:08:08.707467,256,0.05,GatedResidualNetwork,64,30,1e-05,1,1000,6,adam,1,290,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
138,138,0.24460382759571075,2022-08-12 08:28:29.334397,2022-08-12 08:38:34.261466,0 days 00:10:04.927069,256,0.0,GatedResidualNetwork,32,30,0.0001,1,1000,4,adam,1,64,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
139,139,0.031220676377415657,2022-08-12 08:38:34.262373,2022-08-12 08:43:02.962994,0 days 00:04:28.700621,256,0.0,GatedResidualNetwork,64,30,0.0001,2,1000,4,adam,1,116,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
140,140,0.04396868497133255,2022-08-12 08:43:02.963857,2022-08-12 08:46:08.861598,0 days 00:03:05.897741,256,0.05,GatedResidualNetwork,128,30,1e-05,4,1000,5,adam,1,349,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
141,141,0.04543647915124893,2022-08-12 08:46:08.862497,2022-08-12 08:56:43.581964,0 days 00:10:34.719467,256,0.1,GatedResidualNetwork,128,30,1e-05,1,1000,5,adam,1,529,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
142,142,0.29690462350845337,2022-08-12 08:56:43.582846,2022-08-12 08:59:57.134155,0 days 00:03:13.551309,256,0.05,GatedResidualNetwork,128,30,1e-05,4,1000,6,adam,1,350,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
143,143,0.2523808479309082,2022-08-12 08:59:57.135031,2022-08-12 09:03:58.492053,0 days 00:04:01.357022,256,0.0,GatedResidualNetwork,128,30,0.0001,1,1000,7,adam,1,163,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
144,144,0.0508916862308979,2022-08-12 09:03:58.492923,2022-08-12 09:12:28.016763,0 days 00:08:29.523840,256,0.1,GatedResidualNetwork,16,30,1e-05,3,1000,6,adam,1,394,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
145,145,0.05797598883509636,2022-08-12 09:12:28.017633,2022-08-12 09:16:52.641593,0 days 00:04:24.623960,256,0.1,GatedResidualNetwork,16,30,0.001,3,1000,7,adam,1,427,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
146,146,0.05504923686385155,2022-08-12 09:16:52.642466,2022-08-12 09:20:17.781596,0 days 00:03:25.139130,256,0.05,GatedResidualNetwork,16,30,0.001,4,1000,4,adam,1,236,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
147,147,0.04133636876940727,2022-08-12 09:20:17.782469,2022-08-12 09:27:58.406778,0 days 00:07:40.624309,256,0.0,GatedResidualNetwork,64,30,0.001,1,1000,6,adam,1,130,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
148,148,0.04815123602747917,2022-08-12 09:27:58.407635,2022-08-12 09:30:58.413492,0 days 00:03:00.005857,256,0.1,GatedResidualNetwork,128,30,0.001,4,1000,4,adam,1,572,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
149,149,0.040801480412483215,2022-08-12 09:30:58.414351,2022-08-12 09:38:50.024523,0 days 00:07:51.610172,256,0.05,GatedResidualNetwork,128,30,1e-05,1,1000,6,adam,1,338,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
150,150,0.04524024948477745,2022-08-12 09:38:50.025394,2022-08-12 09:46:37.781433,0 days 00:07:47.756039,256,0.1,GatedResidualNetwork,128,30,0.0001,1,1000,6,adam,1,546,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
151,151,0.053461696952581406,2022-08-12 09:46:37.782338,2022-08-12 09:55:36.533774,0 days 00:08:58.751436,256,0.1,GatedResidualNetwork,64,30,0.0001,1,1000,6,adam,1,498,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
152,152,0.0346868596971035,2022-08-12 09:55:36.534644,2022-08-12 09:59:15.965934,0 days 00:03:39.431290,256,0.1,GatedResidualNetwork,64,30,0.001,3,1000,7,adam,1,523,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
153,153,0.024195900186896324,2022-08-12 09:59:15.966803,2022-08-12 10:07:13.402142,0 days 00:07:57.435339,256,0.0,GatedResidualNetwork,32,30,0.001,2,1000,5,adam,1,85,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
154,154,0.040000706911087036,2022-08-12 10:07:13.403037,2022-08-12 10:10:31.795089,0 days 00:03:18.392052,256,0.0,GatedResidualNetwork,16,30,0.001,3,1000,4,adam,1,40,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
155,155,0.043703433126211166,2022-08-12 10:10:31.795962,2022-08-12 10:14:54.298489,0 days 00:04:22.502527,256,0.1,GatedResidualNetwork,128,30,0.001,3,1000,7,adam,1,571,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
156,156,0.04873599112033844,2022-08-12 10:14:54.299362,2022-08-12 10:18:51.442547,0 days 00:03:57.143185,256,0.1,GatedResidualNetwork,16,30,0.001,3,1000,5,adam,1,425,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
157,157,0.01999066397547722,2022-08-12 10:18:51.443416,2022-08-12 10:25:48.805637,0 days 00:06:57.362221,256,0.0,GatedResidualNetwork,128,30,0.001,2,1000,6,adam,1,182,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
158,158,0.29298487305641174,2022-08-12 10:25:48.806508,2022-08-12 10:29:24.439048,0 days 00:03:35.632540,256,0.05,GatedResidualNetwork,128,30,1e-05,1,1000,4,adam,1,336,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
159,159,0.29973742365837097,2022-08-12 10:29:24.439918,2022-08-12 10:33:17.434642,0 days 00:03:52.994724,256,0.0,GatedResidualNetwork,64,30,0.0001,2,1000,7,adam,1,119,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
160,160,0.2181144654750824,2022-08-12 10:33:17.435500,2022-08-12 10:36:20.398948,0 days 00:03:02.963448,256,0.1,GatedResidualNetwork,64,30,0.0001,1,1000,5,adam,1,497,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
161,161,0.0228310227394104,2022-08-12 10:36:20.399812,2022-08-12 10:39:41.172287,0 days 00:03:20.772475,256,0.0,GatedResidualNetwork,128,30,1e-05,4,1000,5,adam,1,157,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
162,162,0.026781855151057243,2022-08-12 10:39:41.173163,2022-08-12 10:45:33.226798,0 days 00:05:52.053635,256,0.05,GatedResidualNetwork,16,30,1e-05,1,1000,4,adam,1,192,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
163,163,0.03617633134126663,2022-08-12 10:45:33.227670,2022-08-12 10:49:34.692609,0 days 00:04:01.464939,256,0.05,GatedResidualNetwork,16,30,0.0001,3,1000,5,adam,1,217,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
164,164,0.024275856092572212,2022-08-12 10:49:34.693493,2022-08-12 10:59:28.140717,0 days 00:09:53.447224,256,0.0,GatedResidualNetwork,16,30,0.001,1,1000,5,adam,1,33,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
165,165,0.06330416351556778,2022-08-12 10:59:28.141605,2022-08-12 11:07:43.675973,0 days 00:08:15.534368,256,0.0,GatedResidualNetwork,16,30,1e-05,1,1000,7,adam,1,3,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
166,166,0.29355236887931824,2022-08-12 11:07:43.676866,2022-08-12 11:10:59.145952,0 days 00:03:15.469086,256,0.05,GatedResidualNetwork,64,30,0.0001,3,1000,6,adam,1,314,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
167,167,0.22664178907871246,2022-08-12 11:10:59.146824,2022-08-12 11:17:48.736379,0 days 00:06:49.589555,256,0.05,GatedResidualNetwork,128,30,0.001,3,1000,6,adam,1,378,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
168,168,0.05930899828672409,2022-08-12 11:17:48.737259,2022-08-12 11:23:53.111781,0 days 00:06:04.374522,256,0.1,GatedResidualNetwork,16,30,0.0001,2,1000,6,adam,1,406,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
169,169,0.054724566638469696,2022-08-12 11:23:53.112674,2022-08-12 11:32:55.163069,0 days 00:09:02.050395,256,0.1,GatedResidualNetwork,16,30,0.001,2,1000,4,adam,1,420,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
170,170,0.058007463812828064,2022-08-12 11:32:55.163953,2022-08-12 11:35:39.895011,0 days 00:02:44.731058,256,0.0,GatedResidualNetwork,16,30,1e-05,4,1000,4,adam,1,12,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
171,171,0.049125272780656815,2022-08-12 11:35:39.895907,2022-08-12 11:44:34.796423,0 days 00:08:54.900516,256,0.05,GatedResidualNetwork,16,30,0.0001,2,1000,4,adam,1,212,"OrderedDict([('batch_size', [256]), ('dropout', [0.0, 0.05, 0.1]), ('feed_forward', ['GatedResidualNetwork']), ('hidden_size', [16, 32, 64, 128]), ('input_chunk_length', [30]), ('lr', [1e-05, 0.0001, 0.001]), ('lstm_layers', [1, 2, 3, 4]), ('n_epochs', [1000]), ('num_attention_heads', [4, 5, 6, 7]), ('optimizer', ['adam']), ('output_chunk_length', [1])])",COMPLETE
