,ENSEMBLE_MODELS,MSE,RMSE,MAE,MAPE,R2
268,HYBRID_GRU_LSTM_SVR_ARIMA,0.0006261378532002,0.0244713945329261,0.0187419635754223,0.0281476441111974,0.7380664003276877
269,HYBRID_GRU_LSTM_KNN_ARIMA,0.000629940037846,0.0245401652978217,0.0187762081746344,0.0281959771087211,0.7364250510524791
270,HYBRID_GRU_TCN_TFT_RF,0.0006482333501647,0.0249146409513328,0.0189759022312772,0.0285129831369714,0.7284984980796315
271,HYBRID_GRU_TCN_TFT_SVR,0.0006376415774397,0.0247074731010508,0.0188650347589437,0.028338215830772,0.7334922446463515
272,HYBRID_GRU_TCN_TFT_KNN,0.0006415057574757,0.024776649014047,0.0189073074623935,0.0283965505949603,0.7318424556976919
273,HYBRID_GRU_TCN_TFT_ARIMA,0.0006435359692967,0.0248185025303182,0.0189263551154961,0.0284176056191164,0.7312554047638339
274,HYBRID_GRU_TCN_RF_SVR,0.0006440058273369,0.0248343992117495,0.0189604741285378,0.028497456807319,0.7300889348895679
275,HYBRID_GRU_TCN_RF_KNN,0.00064714272138,0.0248906595789207,0.0189711957205527,0.0285088926967779,0.7287600672284115
276,HYBRID_GRU_TCN_RF_ARIMA,0.000649153694806,0.0249321555285082,0.0189875938980592,0.028526113886584,0.7281764192299733
277,HYBRID_GRU_TCN_SVR_KNN,0.0006365686483103,0.0246833661117572,0.0188529441036764,0.0283244346023072,0.7337461212380002
278,HYBRID_GRU_TCN_SVR_ARIMA,0.0006385262687744,0.0247241473271964,0.0188723386432729,0.0283458719141064,0.7331954453385596
279,HYBRID_GRU_TCN_KNN_ARIMA,0.0006423989432103,0.0247933503739762,0.0189086985285738,0.0283956907122821,0.7315445091789092
280,HYBRID_GRU_TFT_RF_SVR,0.0006446395222142,0.0248429170279907,0.0189483710642762,0.0284840466885294,0.7297325524115709
281,HYBRID_GRU_TFT_RF_KNN,0.0006478878052175,0.0249010587094025,0.0189664360545885,0.0285064875089172,0.7283408896650165
282,HYBRID_GRU_TFT_RF_ARIMA,0.0006498877667504,0.024942125360901,0.0189827208371418,0.0285236895525573,0.7277655173723812
283,HYBRID_GRU_TFT_SVR_KNN,0.0006371899131519,0.0246918645376681,0.01885146969354,0.0283254655017517,0.7333904594536889
284,HYBRID_GRU_TFT_SVR_ARIMA,0.000639136521723,0.0247322153261063,0.0188684395771337,0.0283435078791066,0.7328480592600509
285,HYBRID_GRU_TFT_KNN_ARIMA,0.0006431205851191,0.0248033170885551,0.0189112280670869,0.0284027944069446,0.7311343280150027
286,HYBRID_GRU_RF_SVR_KNN,0.0006435602316115,0.0248191778533635,0.0189463122526718,0.0284857237832334,0.7299932725177257
287,HYBRID_GRU_RF_SVR_ARIMA,0.0006454876017875,0.0248591617859017,0.0189640179251753,0.0285044010917971,0.7294542752595078
288,HYBRID_GRU_RF_KNN_ARIMA,0.0006487443791907,0.0249173316965686,0.0189768000232452,0.028518885210433,0.7280614653019629
289,HYBRID_GRU_SVR_KNN_ARIMA,0.0006380108338185,0.0247072781368708,0.0188562028681506,0.0283301346432491,0.7331363146325014
290,HYBRID_LSTM_TCN_TFT_RF,0.0006410543428331,0.0247713557527759,0.0189128960820513,0.028423957405261,0.731214105703161
291,HYBRID_LSTM_TCN_TFT_SVR,0.0006306542018051,0.0245664619195908,0.0188021442459053,0.0282480721199194,0.7361677014953588
292,HYBRID_LSTM_TCN_TFT_KNN,0.0006343930692633,0.0246339699989796,0.0188425693296555,0.0283048930386345,0.7345661570340463
293,HYBRID_LSTM_TCN_TFT_ARIMA,0.0006363423663687,0.0246746366862745,0.01886109592415,0.0283251502753444,0.733996044416088
294,HYBRID_LSTM_TCN_RF_SVR,0.0006370812480574,0.0246948554192454,0.0188914207673146,0.0283993466077547,0.7327129293806612
295,HYBRID_LSTM_TCN_RF_KNN,0.0006400928295228,0.0247494216500711,0.0189044059771547,0.0284139738820353,0.7314323062068522
